article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Aid workers scramble to save Haiti earthquake victims as storm approaches,https://www.msn.com/en-us/news/world/aid-workers-scramble-to-save-haiti-earthquake-victims-as-storm-barrels-in/ar-AANnzls?ocid=BingNews,World,The Washington Post,Unavailable,10h,3.0,False,False
"Pentagon says up to 22,000 'at-risk' Afghans could be transported to US",https://www.msn.com/en-us/news/world/pentagon-says-up-to-22000-at-risk-afghans-could-be-transported-to-us/ar-AANosT5?ocid=BingNews,World,FOX News,Unavailable,1h,4.0,False,False
Afghans who helped the West left in limbo as evacuation turns chaotic,https://www.msn.com/en-us/news/world/afghans-who-helped-the-west-left-in-limbo-as-evacuation-turns-chaotic/ar-AANo8pk?ocid=BingNews,World,The Washington Post,Unavailable,5h,5.0,False,False
State Department's Ned Price speaks on the fall of Kabul,https://www.msn.com/en-us/news/world/state-departments-ned-price-speaks-on-the-fall-of-kabul/ar-AANnP82?ocid=BingNews,World,FOX News,Unavailable,5h,6.0,False,False
CNN Reporter Confronts Taliban Commander: 'How Will You Protect Women?',https://www.msn.com/en-us/news/world/cnn-reporter-confronts-taliban-commander-how-will-you-protect-women/ar-AANot8I?ocid=BingNews,World,Newsweek,Unavailable,2h,7.0,False,False
'Ultimately We Have Chosen Defeat.' British Lawmakers Condemn Decision to Follow U.S. Out of Afghanistan After Fall of Kabul,https://www.msn.com/en-us/news/world/ultimately-we-have-chosen-defeat-british-lawmakers-condemn-decision-to-follow-us-out-of-afghanistan-after-fall-of-kabul/ar-AANnH4k?ocid=BingNews,World,Time,Unavailable,8h,8.0,False,False
'We could have done more' - frustration grows in Washington over Biden's Kabul evacuation,https://www.msn.com/en-us/news/us/we-could-have-done-more-frustration-grows-in-washington-over-bidens-kabul-evacuation/ar-AANnUcK?ocid=BingNews,World,Reuters,Unavailable,6h,9.0,False,False
Rep. Mike Waltz on Afghanistan: ‘We are going to see Al Qaeda 3.0’,https://www.msn.com/en-us/news/world/rep-mike-waltz-on-afghanistan-we-are-going-to-see-al-qaeda-30/ar-AANoy3Z?ocid=BingNews,World,CNBC,Unavailable,1h,10.0,False,False
Cuba Wants Biden to Bring Back Remittances But Sees U.S. Funding Enemies Within,https://www.msn.com/en-us/news/world/cuba-wants-biden-to-bring-back-remittances-but-sees-us-funding-enemies-within/ar-AANokY6?ocid=BingNews,World,Newsweek,Unavailable,4h,11.0,False,False
'Is there any way we can get out?' Afghans in U.S. struggle to help relatives in Kabul,https://www.msn.com/en-us/news/world/is-there-any-way-we-can-get-out-afghans-in-us-struggle-to-help-relatives-in-kabul/ar-AANocJN?ocid=BingNews,World,Reuters,Unavailable,2h,12.0,False,False
"It's only a matter of time before Haiti experiences yet another major earthquake, seismologists say - here's why",https://www.msn.com/en-us/news/world/it-s-only-a-matter-of-time-before-haiti-experiences-yet-another-major-earthquake-seismologists-say-here-s-why/ar-AANoxLY?ocid=BingNews,Science,Business Insider,Unavailable,1h,1.0,False,False
The story behind black-and-white photo of SpaceX's Starship,https://www.msn.com/en-us/news/technology/the-story-behind-black-and-white-photo-of-spacexs-starship/ar-AANogw4?ocid=BingNews,Science,Live Science,Unavailable,6h,2.0,False,False
Ringquake reveals unexpected details about Saturn's core,https://www.msn.com/en-us/news/technology/ringquake-reveals-unexpected-details-about-saturns-core/ar-AANosKd?ocid=BingNews,Science,TechRadar,Unavailable,3h,3.0,False,False
"VIQ SOLUTIONS (VQS) Reports Q2 Loss, Lags Revenue Estimates",https://www.msn.com/en-us/money/topstocks/viq-solutions-vqs-reports-q2-loss-lags-revenue-estimates/ar-AANotE6?ocid=BingNews,Science,Zacks.com,Unavailable,1h,4.0,False,False
Mutant 'daddy shortlegs' created in a lab,https://www.msn.com/en-us/news/technology/mutant-daddy-shortlegs-created-in-a-lab/ar-AANog7o?ocid=BingNews,Science,Live Science,Unavailable,7h,5.0,False,False
"Rocks suggest evidence of water on Mars, could provide proof of life",https://www.msn.com/en-us/news/technology/rocks-suggest-evidence-of-water-on-mars-could-provide-proof-of-life/ar-AANormE?ocid=BingNews,Science,KNX 1070 News Radio Los Angeles,Unavailable,1h,6.0,False,False
Granger on Film: ‘For All Mankind’ offers enigmatic twist to the space race,https://www.msn.com/en-us/news/technology/granger-on-film-for-all-mankind-offers-enigmatic-twist-to-the-space-race/ar-AANnS3A?ocid=BingNews,Science,Chron,Unavailable,5h,7.0,False,False
Grafting an RX-7 Rear End On the NA Miata Looks Surprisingly Sharp,https://www.msn.com/en-us/autos/enthusiasts/grafting-an-rx-7-rear-end-on-the-na-miata-looks-surprisingly-sharp/ar-AANooes?ocid=BingNews,Science,The Drive,Unavailable,2h,8.0,False,False
Kroger (KR) Outpaces Stock Market Gains: What You Should Know,https://www.msn.com/en-us/money/topstocks/kroger-kr-outpaces-stock-market-gains-what-you-should-know/ar-AANocsX?ocid=BingNews,Science,Zacks.com,Unavailable,3h,9.0,False,False
Best thermometers of 2021,https://www.msn.com/en-us/news/technology/best-thermometers-of-2021/ar-AANoax6?ocid=BingNews,Science,CNN,Unavailable,6h,10.0,False,False
Fabrinet (FN) Beats Q4 Earnings and Revenue Estimates,https://www.msn.com/en-us/money/topstocks/fabrinet-fn-beats-q4-earnings-and-revenue-estimates/ar-AANocRA?ocid=BingNews,Science,Zacks.com,Unavailable,3h,11.0,False,False
Reuters Science News Summary,https://www.msn.com/en-us/news/technology/reuters-science-news-summary/ar-AANo4io?ocid=BingNews,Science,Reuters,Unavailable,4h,12.0,False,False
How DevOps teams are taking on a more pivotal role and improving responsiveness to change,https://www.msn.com/en-us/news/technology/how-devops-teams-are-taking-on-a-more-pivotal-role-and-improving-responsiveness-to-change/ar-AANoqkU?ocid=BingNews,Technology,TechRepublic,Unavailable,4h,1.0,False,False
"It's only a matter of time before Haiti experiences yet another major earthquake, seismologists say - here's why",https://www.msn.com/en-us/news/world/its-only-a-matter-of-time-before-haiti-experiences-yet-another-major-earthquake-seismologists-say-heres-why/ar-AANoxLY?ocid=BingNews,Technology,Business Insider,Unavailable,1h,2.0,False,False
Apple Aims to Bring Back In-Store Classes as It Tiptoes Toward Normalcy,https://www.msn.com/en-us/money/other/apple-aims-to-bring-back-in-store-classes-as-it-tiptoes-toward-normalcy/ar-AANo6zS?ocid=BingNews,Technology,Bloomberg,Unavailable,5h,3.0,False,False
Colonial Pipeline says ransomware attack also led to personal information being stolen,https://www.msn.com/en-us/news/us/colonial-pipeline-says-ransomware-attack-also-led-to-personal-information-being-stolen/ar-AANnYw0?ocid=BingNews,Technology,CNN,Unavailable,8h,4.0,False,False
"T-Mobile says unauthorized access to its data occurred, not clear if customer info involved",https://www.msn.com/en-us/news/technology/t-mobile-says-unauthorized-access-to-its-data-occurred-not-clear-if-customer-info-involved/ar-AANobiO?ocid=BingNews,Technology,The Verge,Unavailable,5h,5.0,False,False
"Exclusive hands-on video: Arcade1Up's Simpsons, X-Men cabinets bring new perks to '90s hits",https://www.msn.com/en-us/news/technology/exclusive-hands-on-video-arcade1ups-simpsons-x-men-cabinets-bring-new-perks-to-90s-hits/ar-AAKRO8I?ocid=BingNews,Technology,CNET,Unavailable,7h,6.0,False,False
"Intel Arc, the company's first gaming GPUs, will debut in 2022",https://www.msn.com/en-us/news/technology/intel-arc-the-company-s-first-gaming-gpus-will-debut-in-2022/ar-AANnp7h?ocid=BingNews,Technology,Engadget,Unavailable,10h,7.0,False,False
"Amazon exec Wei Gao, a former technical advisor to Jeff Bezos, latest to leave tech giant",https://www.msn.com/en-us/money/companies/amazon-exec-wei-gao-a-former-technical-advisor-to-jeff-bezos-latest-to-leave-tech-giant/ar-AANokYY?ocid=BingNews,Technology,Geekwire,Unavailable,4h,8.0,False,False
The latest version of iCloud for Windows adds a full password manager,https://www.msn.com/en-us/finance/other/the-latest-version-of-icloud-for-windows-adds-a-full-password-manager/ar-AANogmT?ocid=BingNews,Technology,Engadget,Unavailable,4h,9.0,False,False
Tinder will make ID verification available to all users,https://www.msn.com/en-us/money/other/tinder-will-make-id-verification-available-to-all-users/ar-AANoj9t?ocid=BingNews,Technology,Engadget,Unavailable,48m,10.0,False,False
Wish stock has plunged 27% in two days and almost 80% since January as users flee,https://www.msn.com/en-us/money/companies/wish-stock-has-plunged-27-in-two-days-and-almost-80-since-january-as-users-flee/ar-AANofzp?ocid=BingNews,Technology,CNBC,Unavailable,5h,11.0,False,False
Tesla Stock Slides as U.S. Agency Opens Formal Autopilot Safety Probe,https://www.msn.com/en-us/news/other/tesla-stock-slides-as-us-agency-opens-formal-autopilot-safety-probe/ar-AANnqGq?ocid=BingNews,Technology,TheStreet,Unavailable,11h,12.0,False,False
Afghan Director Asks for Support from International Film Community: ‘Our Expression Will Be Stifled Into Silence’,https://www.msn.com/en-us/news/world/afghan-director-asks-for-support-from-international-film-community-our-expression-will-be-stifled-into-silence/ar-AANoecc?ocid=BingNews,Entertainment,IndieWire,Unavailable,3h,1.0,False,False
"Marie Kondo takes her tidying ways to businesses in new ""Sparking Joy"" trailer",https://www.msn.com/en-us/health/wellness/marie-kondo-takes-her-tidying-ways-to-businesses-in-new-sparking-joy-trailer/ar-AANoth7?ocid=BingNews,Entertainment,Salon,Unavailable,1h,2.0,False,False
John Oliver shades not-so-”welcome” new “Jeopardy!” host Mike Richards,https://www.msn.com/en-us/tv/news/john-oliver-shades-not-so-welcome-new-jeopardy-host-mike-richards/ar-AANo9B3?ocid=BingNews,Entertainment,Salon,Unavailable,4h,3.0,False,False
"The Judds Enter the Country Music Hall of Fame, and Wynonna Says, 'It's About Damn Time!'",https://www.msn.com/en-us/music/celebrity/the-judds-enter-the-country-music-hall-of-fame-and-wynonna-says-it-s-about-damn-time/ar-AANokMd?ocid=BingNews,Entertainment,People,Unavailable,4h,4.0,False,False
"Bob Dylan Accused of Drugging, Sexually Abusing 12-Year-Old in 1965",https://www.msn.com/en-us/news/crime/bob-dylan-accused-of-drugging-sexually-abusing-12-year-old-in-1965/ar-AANogDX?ocid=BingNews,Entertainment,The Daily Beast,Unavailable,3h,5.0,False,False
‘Hotel Transylvania 4’ Skipping Theaters as Sony Nears Over $100 Million Deal With Amazon (EXCLUSIVE),https://www.msn.com/en-us/movies/news/e2-80-98hotel-transylvania-4-e2-80-99-skipping-theaters-as-sony-nears-24100-million-deal-with-amazon-exclusive/ar-AANnUlx?ocid=BingNews,Entertainment,Variety,Unavailable,6h,6.0,False,False
"‘Framing Britney Spears,’ ‘Q: Into the Storm’ and ‘Social Dilemma’ Editors Reveal Secrets Behind Their Work",https://www.msn.com/en-us/health/fitness/e2-80-98framing-britney-spears-e2-80-99-e2-80-98q-into-the-storm-e2-80-99-and-e2-80-98social-dilemma-e2-80-99-editors-reveal-secrets-behind-their-work/ar-AANoaIX?ocid=BingNews,Entertainment,The Hollywood Reporter,Unavailable,6h,7.0,False,False
"From “Gossip Girl” to “A Teacher,” TV is ending the romanticized ""hot for teacher"" student fantasy",https://www.msn.com/en-us/tv/news/from-gossip-girl-to-a-teacher-tv-is-ending-the-romanticized-hot-for-teacher-student-fantasy/ar-AANoa95?ocid=BingNews,Entertainment,Salon,Unavailable,3h,8.0,False,False
Madonna Celebrates 63rd Birthday Surrounded By Boyfriend Ahlamalik Williams and Her Kids,https://www.msn.com/en-us/music/celebrity/madonna-celebrates-63rd-birthday-surrounded-by-boyfriend-ahlamalik-williams-and-her-kids/ar-AANo1wD?ocid=BingNews,Entertainment,People,Unavailable,7h,9.0,False,False
"Britney Spears' father won't leave without a fight, despite saying he would step down",https://www.msn.com/en-us/music/celebrity/britney-spears-father-wont-leave-without-a-fight-despite-saying-he-would-step-down/ar-AANocto?ocid=BingNews,Entertainment,The LA Times,Unavailable,3h,10.0,False,False
Billie Eilish’s ‘Happier Than Ever’ Secures Second Week at Number One on RS 200,https://www.msn.com/en-us/entertainment/news/billie-eilishs-happier-than-ever-secures-second-week-at-number-one-on-rs-200/ar-AANnUEp?ocid=BingNews,Entertainment,Rolling Stone,Unavailable,6h,11.0,False,False
Robert Durst admits 'cadaver' note made him appear guilty,https://www.msn.com/en-us/news/crime/robert-durst-admits-cadaver-note-made-him-appear-guilty/ar-AANnOgo?ocid=BingNews,Entertainment,Associated Press,Unavailable,6h,12.0,False,False
Biden was barreling toward perilous political waters. Then Afghanistan happened.,https://www.msn.com/en-us/news/politics/biden-was-barreling-toward-perilous-political-waters-then-afghanistan-happened/ar-AANoooL?ocid=BingNews,Politics,POLITICO,Unavailable,1h,1.0,False,False
Report shows big spike in mail ballots during 2020 election,https://www.msn.com/en-us/news/politics/report-shows-big-spike-in-mail-ballots-during-2020-election/ar-AANoeAd?ocid=BingNews,Politics,Associated Press,Unavailable,2h,2.0,False,False
New Gavin Newsom recall poll confirms his vulnerabilities,https://www.msn.com/en-us/news/politics/new-gavin-newsom-recall-poll-confirms-his-vulnerabilities/ar-AANo1Sx?ocid=BingNews,Politics,SF Gate,Unavailable,7h,3.0,False,False
GOP contends census results invalidate Illinois legislative maps; Democrats say they’re open to adjustments,https://www.msn.com/en-us/news/politics/gop-contends-census-results-invalidate-illinois-legislative-maps-democrats-say-they-e2-80-99re-open-to-adjustments/ar-AANonkD?ocid=BingNews,Politics,Chicago Tribune,Unavailable,3h,4.0,False,False
U.S. appeals judge's order reviving Trump 'remain in Mexico' program,https://www.msn.com/en-us/news/us/us-appeals-judges-order-reviving-trump-remain-in-mexico-program/ar-AANo9bP?ocid=BingNews,Politics,Reuters,Unavailable,4h,5.0,False,False
Gov. Kate Brown extends Oregon’s foreclosure moratorium until the end of the year,https://www.msn.com/en-us/news/us/gov-kate-brown-extends-oregon-s-foreclosure-moratorium-until-the-end-of-the-year/ar-AANofyN?ocid=BingNews,Politics,OregonLive.com,Unavailable,5h,6.0,False,False
"Ayanna Pressley, 'cancel rent' advocate, discloses thousands of dollars in rental income",https://www.msn.com/en-us/news/us/ayanna-pressley-cancel-rent-advocate-discloses-thousands-of-dollars-in-rental-income/ar-AANotyF?ocid=BingNews,Politics,FOX News,Unavailable,24m,7.0,False,False
Gov. Bill Lee orders schools to allow mask opt-outs for students,https://www.msn.com/en-us/news/us/gov-bill-lee-orders-schools-to-allow-mask-opt-outs-for-students/ar-AANnOZc?ocid=BingNews,Politics,The Tennessean (Nashville),Unavailable,23m,8.0,False,False
Newsom using stark language as he seeks to stay in office,https://www.msn.com/en-us/news/politics/newsom-using-stark-language-as-he-seeks-to-stay-in-office/ar-AANo4y4?ocid=BingNews,Politics,Associated Press,Unavailable,4h,9.0,False,False
