article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Pentagon says up to 22,000 'at-risk' Afghans could be transported to US",https://www.msn.com/en-us/news/world/pentagon-says-up-to-22000-at-risk-afghans-could-be-transported-to-us/ar-AANosT5?ocid=BingNews,Politics,FOX News,Unavailable,1h,10.0,False,False
Former president coming to ‘heart of Trump country’ on return to Alabama,https://www.msn.com/en-us/news/politics/former-president-coming-to-e2-80-98heart-of-trump-country-e2-80-99-on-return-to-alabama/ar-AANosKz?ocid=BingNews,Politics,AL.com,Unavailable,2h,11.0,False,False
"Gov. Whitmer proposes $75 million to fund police, get illegal guns off streets",https://www.msn.com/en-us/news/us/gov-whitmer-proposes-2475-million-to-fund-police-get-illegal-guns-off-streets/ar-AANnOPz?ocid=BingNews,Politics,Detroit Free Press,Unavailable,2h,12.0,False,False
"Buffett's Berkshire pares drug holdings, sheds Axalta, Biogen",https://www.msn.com/en-us/money/companies/buffett-s-berkshire-pares-drug-holdings-sheds-axalta-biogen/ar-AANo9DR?ocid=BingNews,Business,Reuters,Unavailable,3h,1.0,False,False
Huawei CFO's legal team resumes defense in Canadian court,https://www.msn.com/en-us/news/crime/huawei-cfos-legal-team-resumes-defense-in-canadian-court/ar-AANo4IS?ocid=BingNews,Business,Associated Press,Unavailable,4h,2.0,False,False
Where is my child tax credit? Here's how to track a missing payment,https://www.msn.com/en-us/money/taxes/where-is-my-child-tax-credit-heres-how-to-track-a-missing-payment/ar-AANnBPg?ocid=BingNews,Business,Detroit Free Press,Unavailable,10h,3.0,False,False
"Stock market news live updates: Stock futures edge slightly lower ahead of retail sales, earnings",https://www.msn.com/en-us/finance/markets/stock-market-news-live-updates-stock-futures-edge-slightly-lower-ahead-of-retail-sales-earnings/ar-AANo56g?ocid=BingNews,Business,Yahoo! Finance,Unavailable,3h,4.0,False,False
"Roblox Results Trail Expectations Big Time, Shares Slide",https://www.msn.com/en-us/finance/topstocks/roblox-results-trail-expectations-big-time-shares-slide/ar-AANodUR?ocid=BingNews,Business,TheStreet,Unavailable,3h,5.0,False,False
Food stamp expansion is a 'long overdue change' that will help feed millions of Americans,https://www.msn.com/en-us/health/nutrition/food-stamp-expansion-is-a-long-overdue-change-that-will-help-feed-millions-of-americans/ar-AANo8Xo?ocid=BingNews,Business,Yahoo! Finance,Unavailable,5h,6.0,False,False
"State Street, which manages $3.5 trillion, is closing its New York offices",https://www.msn.com/en-us/news/us/state-street-which-manages-dollar35-trillion-is-closing-its-new-york-offices/ar-AANnMuI?ocid=BingNews,Business,CNN,Unavailable,8h,7.0,False,False
"Janet Yellen gets a chance to shape the Fed, this time from outside",https://www.msn.com/en-us/news/politics/janet-yellen-gets-a-chance-to-shape-the-fed-this-time-from-outside/ar-AANoqiA?ocid=BingNews,Business,The Boston Globe,Unavailable,2h,8.0,False,False
Druckenmiller Exits Citi as Family Offices Reveal Stock Picks,https://www.msn.com/en-us/money/companies/druckenmiller-exits-citi-as-family-offices-reveal-stock-picks/ar-AANovpD?ocid=BingNews,Business,Bloomberg,Unavailable,2h,9.0,False,False
Porch makes $35M acquisition; reshuffles board; revenue up 200%; loss grows; PPP loan forgiven,https://www.msn.com/en-us/money/companies/porch-makes-35m-acquisition-reshuffles-board-revenue-up-200-loss-grows-ppp-loan-forgiven/ar-AANoa9g?ocid=BingNews,Business,Geekwire,Unavailable,3h,10.0,False,False
Beyond Meat Applies for Beyond Milk Trademark,https://www.msn.com/en-us/health/nutrition/beyond-meat-applies-for-beyond-milk-trademark/ar-AANnRWS?ocid=BingNews,Business,TheStreet,Unavailable,5h,11.0,False,False
Oil slumps 4% as dismal data from China highlights supply-chain risks associated with Delta variant,https://www.msn.com/en-us/money/markets/oil-slumps-4-as-dismal-data-from-china-highlights-supply-chain-risks-associated-with-delta-variant/ar-AANnFim?ocid=BingNews,Business,Business Insider,Unavailable,10h,12.0,False,False
