article_url,article_title,meta_description,section,authors,publish_date,modified_date,canonical_link,top_image,is_opinion
https://www.msn.com/en-us/news/world/travel-restrictions-are-changing-see-which-countries-are-open-to-americans/ar-BB1f5ZvH?ocid=Peregrine,Covid travel tracker: Which countries are allowing visitors from the U.S.?,NBC News is keeping track of the countries that are allowing U.S. citizens entry around the world.,,"['Jiachuan Wu Is A National Interactive Journalist For Nbc News.', 'Megan Watkins', 'Megan Watkins Is A Researcher For The', 'Jajuan Morris-Guity', 'Jajuan Morris-Guity Is A Researcher For The', 'Leslie Ignacio']",2021-08-10 19:40:00+00:00,Tue Aug 10 2021 19:54:03 GMT+0000 (UTC),https://www.nbcnews.com/news/world/map-international-travel-restrictions-covid-n1262372,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/newscms/2021_32/3498142/travel-2x1.png",false
https://www.msn.com/en-us/news/world/haitian-civil-society-leaders-have-a-plan-for-the-country-s-future-it-doesn-t-involve-the-us/ar-AAM9OnJ?ocid=Peregrine,Haitian civil society leaders have a plan for the country’s future. It doesn’t involve the US.,"""We want to be treated like a nation, not like a little sister or brother you tell what to do.""",,"['Jariel Arvin', 'Dylan Scott', 'Anna North', 'Constance Grady', 'Christophe Haubursin', 'Alissa Wilkinson', 'Alex Abad-Santos', 'Jul']",2021-07-14 13:40:00-04:00,2021-07-14T13:40:00-04:00,https://www.vox.com/22575993/haiti-civil-society-moise-assassination-us-elections-government,https://cdn.vox-cdn.com/thumbor/WmUTa2hq5YaRHpK6kgqaHj_cpqo=/0x804:6040x3966/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22717412/GettyImages_1233976571.jpg,
https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=SsvLGlA933BQ8nlDD3p-cG6lGmgshSLntSZ_4EHgxaU&evt=102&rid=fb44b3e8a147cb3001142b92e43934c3&campaignid=1016262&impid=vlp-infopane-3&offerid=1594573&test=0&time=1626285080&cp=CbCvNK7vYwH8n1VPOj-IvEG0K6qiyiEWBlL6S-K5-Bk&clickid=21_fb44b3e8a147cb3001142b92e43934c3_vlp-infopane-3&acid=266&trackingid=296924d12f20e1dde5989f79327a979c&uid=1F2428D43D066AA209F638A03C016BA1&jt=2&url=jmvtVAAztpvK40L50gCp3UgqSL-b4r1wuzyKQfykYdx4IGs2tcg2bCd3YTAzI2EOrRZRdNs3GHwh2Wi8E6BkKTRZttlQ5UTEosxTYeQbiTziiaE9OkWDGlpFsQKKXIjJ4qcLSJn2RmD4dA1vaOgujYoqqnJEJF-fxNpkCPubJ0RjIpJo4UI1HaC5HiZwr1ri0NBKK7U7DApR4x-b2Fr1SOEmL64zmft4yiC45O_WGtqGhCVI64iBTUAs4LteBKp-qVm0bIZbl_OBkTbz2kKlTbSh2pZFaj3_kZm7wgp4kGz6pmCoFfaP9nD_ZP-zq1uVSY1RoXbTjoI-KhlAhqw51udCUxuskQVCFJauY0LIvSK3KxiDXgeYKYrws9ibIt8B7M8xTCAGmFGU5e8rubJKsA&bm=2&la=en&cn=us&cid=1038569&info=vLNHrs9YKxV3SiIcFuuibMjixs_NrGYd75t8q26oNRnGCOYMdtT44KDt6JidAT2cqjeIAsPCXgqJaFZAWcuoPQ,,,,[],,,,,
https://www.msn.com/en-us/news/us/evacuation-of-afghan-interpreters-who-worked-with-us-military-to-begin-last-week-of-july/ar-AAM9LHr?ocid=Peregrine,Evacuation of Afghan interpreters who worked with US military to begin last week of July,Thousands of Afghan interpreters who worked with the U.S. military seek to leave their homeland as Biden withdraws the last American troops.,,[],2021-07-14 00:00:00,,https://www.usatoday.com/story/news/politics/2021/07/14/afghanistan-us-relocate-interpreters-who-worked-military/7965239002/,"https://www.gannett-cdn.com/presto/2021/05/05/USAT/98106026-519f-4485-a380-a0d91fd1d26e-MicrosoftTeams-image_1.png?crop=1023,576,x0,y108&width=1023&height=576&format=pjpg&auto=webp",false
https://www.msn.com/en-us/news/politics/biden-meets-with-senate-democrats-over-3-5t-infrastructure-deal/ar-AAM9f3j?ocid=Peregrine,Biden meets with Senate Democrats over $3.5T infrastructure deal,The lunchtime sit-down on Capitol Hill amounts to Biden’s seal of approval for the deal between progressives and moderates,"U.S. Politics, Politics, News",['Dave Goldiner'],2021-07-14 00:00:00,,https://www.nydailynews.com/news/politics/us-elections-government/ny-biden-infrastructure-democrats-senate-20210714-gehk3wulcfcd3hfw3vamimkdli-story.html,https://www.nydailynews.com/resizer/rA4wwD1OpNBxxWr3-eIzRrf-pFw=/1200x0/top/cloudfront-us-east-1.images.arcpublishing.com/tronc/PATVWZCMGBFP3KOYMVX47JEQSA.jpg,false
https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=dQyl7C9vqskoAVmoo6A7emnkzMVqfguXn6H3fvrWPPk&evt=102&rid=fb44b3e8a147cb3001142b92e43934c3&campaignid=1018328&impid=vlp-infopane-6&offerid=1645877&test=0&time=1626285080&cp=OZUsjrd781xr3W80wUVye1DYYnu5tUpzP7D5XeZoErI&clickid=21_fb44b3e8a147cb3001142b92e43934c3_vlp-infopane-6&acid=19&trackingid=ae02a5ef35a41bedac45d4b92dcd883d&uid=1F2428D43D066AA209F638A03C016BA1&jt=2&url=evNpib4V6wBagHlfw3cfKCNVKpmrQ1HxTqmIQDEZmg-jzznLf3cxF3ooBe4puyLWW1iiTg-vqqbKUdKFI_JqV7MkGKL1JuXlBTh-_qSRsVhLhqWGKVSzMkTf9gBziRDJl3YOIYxa5AafPA1lkQwdr7Cs2HdWCtvw9_KUY-3F5f54gqRe1BOH9i4wc2HdO-0kd-JD_lOuBzwQ5ohMDaCexL7D3IFuNGaiqPhQmYYkFq7dJbqEHV19TThAhOQ0LWE-snsJIVfo0fq1R103p0aU9JcsBOjJFPAcINeoDZZgQ3vjswutEu6_pL57yB1j44t1bf2U3X-CHkTTyr1NtFj26yL8b82rB-zw0XUZskZdpMPjvPPmj8xaLHEOw7rGcJgmaF1sCo9qf74rja0srm8P7A&bm=2&la=en&cn=us&cid=1042281&info=XHHkUv_A-2QpSp_OGFwjA2XlM3mMWh9S9G9ZkbYKPEqv99JEZqlhbI5cnBzp7xHmccIMUUsYCLnwxPfMGhNPdA,,,,[],,,,,
https://www.msn.com/en-us/news/politics/fact-checking-republicans-false-narratives-around-biden-s-door-to-door-vaccine-efforts/ar-AAM9Day?ocid=Peregrine,Fact-checking Republicans' false narratives around Biden's door-to-door vaccine efforts,"The way some Republican lawmakers tell it, the federal government is coming door-to-door to create a registry of the unvaccinated and force people to receive one of the Covid-19 vaccines.",politics,"['Holmes Lybrand', 'Tara Subramaniam']",2021-07-14 00:00:00,2021-07-14T17:33:45Z,https://www.cnn.com/2021/07/14/politics/biden-door-to-door-vaccine-fact-check/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210706162657-02-biden-covid-remarks-0706-super-tease.jpg,false
https://www.msn.com/en-us/news/politics/it-s-starting-to-look-like-republicans-aren-t-going-to-support-the-bipartisan-infrastructure-deal/ar-AAM9HWd?ocid=Peregrine,It's starting to look like Republicans aren't going to support the bipartisan infrastructure deal,Republicans are criticizing how the plan is funded and a Democrat-only spending bill that would pass alongside it.,,['Joseph Zeballos-Roig'],2021-07-14 00:00:00,2021-07-14T17:35:51Z,https://www.businessinsider.com/republicans-biden-infrastructure-deal-congress-white-house-2021-7,https://i.insider.com/60eeee10a8d8c00019b03152?width=1200&format=jpeg,false
https://www.msn.com/en-us/news/politics/cuba-reporter-says-country-can-t-do-business-internationally-due-to-us-sanctions/ar-AAM9Qu8?ocid=Peregrine,Cuba reporter says country 'can't do business' internationally due to US sanctions,"Reed Lindsay, director of the U.S.-Cuba centered news outlet Belly of the Beast, on Wednesday said the protests on the island nation should force people to consider how U.S.",,[],2021-07-14 13:32:50-04:00,2021-07-14T13:32:49-04:00,https://thehill.com/hilltv/rising/562977-cuba-reporter-says-country-cant-do-business-internationally-due-to-us-sanctions,https://thehill.com/sites/default/files/01082021_cuba_getty.jpg,
https://www.msn.com/en-us/news/world/belarus-finds-new-target-for-crackdown-after-nod-from-putin/ar-AAM9HYV?ocid=Peregrine,Belarus Finds New Target for Crackdown After Nod From Putin,Lukashenko announced the new recriminations during a trip to St. Petersburg and immediately ordered his thugs to begin work the following morning.,world,['Anna Nemtsova'],2021-07-14 17:31:56.961000+00:00,,https://www.thedailybeast.com/belarus-finds-new-target-for-crackdown-after-nod-from-putin,"https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_1330,w_2365,x_878,y_41/dpr_2.0/c_limit,w_740/fl_lossy,q_auto/v1626283604/GettyImages-882778598_anwzot",
