article_url,article_title,meta_description,section,authors,publish_date,modified_date,canonical_link,top_image,is_opinion
https://news.google.com/articles/CAIiEKISASkPjeyufDtZvvNYOA4qGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,Taliban show off captured weapons at Kandahar victory parade,The Taliban on Wednesday showed off dozens of American-made armored vehicles along with newly seized weapons at victory celebrations in the southern Afghan city of Kandahar.,asia,"['Jonny Hallam', 'Mick Krever']",,2021-09-02T08:51:04Z,https://www.cnn.com/2021/09/01/asia/taliban-kandahar-captured-weapons-intl/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210901153941-01-kandahar-taliban-0901-super-tease.jpg,false
https://news.google.com/articles/CAIiEHRs63G_RuLroWHTPEL-P2UqGQgEKhAIACoHCAowwL2ICzCckocDMOODqQY?hl=en-US&gl=US&ceid=US%3Aen,"Taliban fighters upset, feel betrayed that US military left non-working helicopters: report","Taliban fighters are feeling angry and betrayed Wednesday after discovering that Afghan National Army helicopters abandoned at Kabul’s airport have been rendered inoperable by departing U.S. troops, according to a report.",,['Greg Norman'],,2021-09-01T12:15:56-04:00,https://www.foxnews.com/world/taliban-fighters-helicopters-kabul-airport-afghanistan,https://static.foxnews.com/foxnews.com/content/uploads/2021/08/taliban-celebrate-47.jpg,false
https://news.google.com/articles/CAIiEGEgsLlM99bs0MaohfI_eqYqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,Taliban members escorted Americans to gates at Kabul airport in secret arrangement with US,"The US military negotiated a secret arrangement with the Taliban that resulted in members of the militant group escorting clusters of Americans to the gates of the Kabul airport as they sought to escape Afghanistan, two defense officials told CNN.",politics,"['Barbara Starr', 'Brianna Keilar']",,2021-09-01T01:13:21Z,https://www.cnn.com/2021/08/31/politics/taliban-escorted-american-kabul-airport/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210824160409-kabul-airport-aerial-0823-super-tease.jpg,false
https://news.google.com/articles/CAIiEGhLHJMVsl0t7v6ihNpQZFQqGQgEKhAIACoHCAow1feUCzCqy6oDMO30zQY?hl=en-US&gl=US&ceid=US%3Aen,"Biden’s Afghanistan baloney: Such a success, let us count the ways","Never mind what your lying eyes just witnessed, President Biden told the the world and America, the end of the war in Afghanistan was a historic success.",Opinion,['Daily News Editorial Board'],,,https://www.nydailynews.com/opinion/ny-edit-biden-afghanistan-20210901-kl6wcr6fbjbxdgi7ytyphmhada-story.html,https://www.nydailynews.com/resizer/T-Wisvo1996GbV5b7OCKLT-isBg=/1200x0/center/top/cloudfront-us-east-1.images.arcpublishing.com/tronc/HUAGGSXGHNHWLMKYBMKD5SDS3U.jpg,true
https://news.google.com/articles/CAIiEATjiRgqyvQ07FgKNgZJ2oUqFwgEKg4IACoGCAow9vBNMK3UCDClvJYH?hl=en-US&gl=US&ceid=US%3Aen,What The Texas Abortion Ban Does — And What It Means For Other States,"The law bans abortions as early as six weeks after conception and allows Texans to sue anyone who aids, abets or performs an abortion past that mark.",,['Sarah Mccammon'],,,https://www.npr.org/2021/09/01/1033202132/texas-abortion-ban-what-happens-next,https://media.npr.org/assets/img/2021/09/01/gettyimages-1233172250-edit_wide-a3b95c0477044078a1ce49d9ec66be14b3a2646c.jpg?s=1400,false
https://news.google.com/articles/CCAiC1dHUmtuUEttekRnmAEB?hl=en-US&gl=US&ceid=US%3Aen,Restrictive abortion law takes effect in Texas,A controversial Texas law that bars abortions at six weeks went into effect after the Supreme Court and a federal appeals court failed to rule on pending eme...,,[],,,https://www.youtube.com/watch?v=WGRknPKmzDg,https://i.ytimg.com/vi/WGRknPKmzDg/maxresdefault.jpg,
https://news.google.com/articles/CCAiCzUwNVJfTkgxeC1jmAEB?hl=en-US&gl=US&ceid=US%3Aen,Texas 'Fetal Heartbeat Law' Now In Effect,"A Texas law banning most abortions in the state took effect at midnight, but the U.S. Supreme Court has yet to act on an emergency appeal to put it on hold.",,[],,,https://www.youtube.com/watch?v=505R_NH1x-c,https://i.ytimg.com/vi/505R_NH1x-c/maxresdefault.jpg,
https://news.google.com/articles/CAIiEOqSNSiJsYyQYgUWY436KRYqGAgEKg8IACoHCAowjuuKAzCWrzwworyzBg?hl=en-US&gl=US&ceid=US%3Aen,The Texas Abortion Law That Dealt a Blow to Roe v. Wade - The New York Times,"The Supreme Court allowed the nation’s harshest abortion ban to go into effect, without lifting a finger.",Opinion,['Lauren Kelley'],2021-09-01 15:20:23+00:00,2021-09-02T05:05:26.000Z,https://www.nytimes.com/2021/09/01/opinion/texas-abortion-sb8-roe-v-wade.html,https://static01.nyt.com/images/2021/09/02/opinion/01kelly2/01kelly2-facebookJumbo.jpg,true
https://news.google.com/articles/CBMioAFodHRwczovL3d3dy5zdGF0ZXNtYW4uY29tL3N0b3J5L29waW5pb24vZWRpdG9yaWFscy8yMDIxLzA5LzAxL3RleGFzLWFib3J0aW9uLWJhbi11c2VzLWhhcmFzc21lbnQtYnlwYXNzLXJ1bGUtbGF3LWF1c3Rpbi1hbWVyaWNhbi1zdGF0ZXNtYW4tZWRpdG9yaWFsLzU2Njg4NTcwMDEv0gEoaHR0cHM6Ly9hbXAuc3RhdGVzbWFuLmNvbS9hbXAvNTY2ODg1NzAwMQ?hl=en-US&gl=US&ceid=US%3Aen,Editorial: Texas abortion ban uses harassment to bypass the rule of law,"Unable to outlaw abortion outright, Texas lawmakers have instead blocked access by encouraging people to sue each other into oblivion.",,[],,,https://www.statesman.com/story/opinion/editorials/2021/09/01/texas-abortion-ban-uses-harassment-bypass-rule-law-austin-american-statesman-editorial/5668857001/,"https://www.gannett-cdn.com/presto/2021/08/31/NAAS/0d08e825-cd80-42d3-b773-fafaa697baf7-OPED-TEXAS-ABORTION-EDITORIAL-GET.jpg?crop=2999,1687,x0,y150&width=2999&height=1687&format=pjpg&auto=webp",true
https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3Lm5vbGEuY29tL25ld3MvaHVycmljYW5lL2FydGljbGVfYTE2ZWE2ODYtMGIyZS0xMWVjLWJiZjItMmJhNmY3YzEwMmE5Lmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,"Replay: Entergy provides updates on power restoration in New Orleans, surrounding areas","Entergy officials gave a 9:45 a.m. update about efforts to restore service to the more than 173,000 people who remain without power in the greater New Orleans area. Follow the",,"['Staff Report', 'Nola.Com Staff Report']",,,https://www.nola.com/news/hurricane/article_a16ea686-0b2e-11ec-bbf2-2ba6f7c102a9.html,https://bloximages.newyork1.vip.townnews.com/nola.com/content/tncms/assets/v3/editorial/f/34/f3476f3e-0998-11ec-8ed1-134572156196/612ce2a72e2b9.image.png?resize=1121%2C630,
