article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Anti-trans hate crimes are on the rise. But data doesn’t tell full story, advocates say.",https://www.msn.com/en-us/news/us/anti-trans-hate-crimes-are-on-the-rise-but-data-doesn-t-tell-full-story-advocates-say/ar-AANYg6O?ocid=Peregrine,Top Stories,NBC News,Unavailable,,5.0,False,False
"Shang-Chi and the Legend of the Ten Rings: How to watch, release date, reviews",https://www.msn.com/en-us/news/technology/shang-chi-and-the-legend-of-the-ten-rings-how-to-watch-release-date-reviews/ar-AAN7crr?ocid=Peregrine,Top Stories,CNET,Unavailable,,6.0,False,False
North Carolina High School on Lockdown After Shooting on Campus,https://www.msn.com/en-us/news/crime/north-carolina-high-school-on-lockdown-after-shooting-on-campus/ar-AANZ82c?ocid=Peregrine,Top Stories,The Daily Beast,Unavailable,,7.0,False,False
"Lindsey Graham says Biden administration lied about number of Americans left behind in Afghanistan: 'Hundreds, if not thousands'",https://www.msn.com/en-us/news/world/lindsey-graham-says-biden-administration-lied-about-number-of-americans-left-behind-in-afghanistan-hundreds-if-not-thousands/ar-AANZtuZ?ocid=Peregrine,Top Stories,Washington Examiner,Unavailable,,8.0,False,False
CDC: At least 15M vaccine doses have been wasted in US since March,https://www.msn.com/en-us/news/us/at-least-15m-covid-vaccine-doses-have-been-wasted-in-the-u-s-since-march-new-data-shows/ar-AANZbYK,Coronavirus,NBC News,Unavailable,,9.0,False,False
Pfizer launches later-stage study of pill to treat COVID-19,https://www.msn.com/en-us/news/us/pfizer-launches-later-stage-study-of-pill-to-treat-covid-19/ar-AANZi3T,Coronavirus,The Hill,Unavailable,,11.0,False,False
Record number of COVID-19 patients hospitalized in Kentucky,https://www.msn.com/en-us/news/politics/record-number-of-covid-19-patients-hospitalized-in-kentucky/ar-AANZklo,Coronavirus,The Hill,Unavailable,,12.0,False,False
"Surfside building, code departments showed dysfunction before collapse",https://www.msn.com/en-us/news/us/how-a-decade-of-dysfunction-contributed-to-the-surfside-condo-collapse/ar-AANVwhx,US,USA TODAY,Unavailable,,13.0,False,False
Caldor Fire encroaching on South Lake Tahoe as evacuees seek shelter,https://www.msn.com/en-us/news/us/growing-caldor-fire-threatens-nevada-border-looms-near-lake-tahoe-as-evacuees-seek-shelter/ar-AANYWts,US,USA TODAY,Unavailable,,14.0,False,False
US faith groups unite to help Afghanistan refugees after war,https://www.msn.com/en-us/news/us/us-faith-groups-unite-to-help-afghanistan-refugees-after-war/ar-AANZvZw,US,Associated Press,Unavailable,,15.0,False,False
Poll: Most vaccinated Americans want COVID-19 booster shots,https://www.msn.com/en-us/news/us/most-vaccinated-americans-want-covid-19-booster-shots-reuters-ipsos-poll/ar-AANZw3S,US,Reuters,Unavailable,,16.0,False,False
"In Colorado, Aurora police, medics indicted for 2019 death of Elijah McClain",https://www.msn.com/en-us/news/us/in-colorado-aurora-police-medics-indicted-for-2019-death-of-elijah-mcclain/ar-AANZl5A,US,USA TODAY,Unavailable,,17.0,False,False
EU says will not rush into recognising the Taliban,https://www.msn.com/en-us/news/world/eu-says-will-not-rush-into-recognising-the-taliban/ar-AANZotT,World,Reuters,Unavailable,,18.0,False,False
WHO launches hub in Berlin to help prevent future pandemics,https://www.msn.com/en-us/news/world/who-launches-hub-in-berlin-to-help-prevent-future-pandemics/ar-AANZivD,World,Associated Press,Unavailable,,19.0,False,False
PHOTOS: The Taliban flew a Black Hawk helicopter over a parade of military equipment captured when it overran Afghanistan,https://www.msn.com/en-us/news/world/photos-the-taliban-flew-a-black-hawk-helicopter-over-a-parade-of-military-equipment-captured-when-it-overran-afghanistan/ar-AANZigX,World,Business Insider,Unavailable,,20.0,False,False
Washington Post fact-checker wants you to know US didn’t abandon $83 billion worth of equipment to the Taliban; it's more like $24 billion.,https://www.msn.com/en-us/news/world/washington-post-fact-checker-wants-you-to-know-us-didn-t-abandon-83-billion-worth-of-equipment-to-the-taliban-it-s-more-like-24-billion/ar-AANZmEW,World,Washington Examiner,Unavailable,,21.0,False,False
Ukraine is seeking NATO status. Biden should be clear: No,https://www.msn.com/en-us/news/world/ukraine-is-seeking-nato-status-biden-should-be-clear-no/ar-AANZoph,World,Washington Examiner,Unavailable,,22.0,False,False
Nonprofit collaborating with White House launches new child tax credit tool,https://www.msn.com/en-us/news/politics/nonprofit-collaborating-with-white-house-launches-new-child-tax-credit-tool/ar-AANZmRY,Politics,The Hill,Unavailable,,23.0,False,False
Bill to curb racial teaching goes to North Carolina governor,https://www.msn.com/en-us/news/politics/bill-to-curb-racial-teaching-goes-to-north-carolina-governor/ar-AANZoEL,Politics,Associated Press,Unavailable,,24.0,False,False
15M COVID-19 vaccine doses wasted since March: report,https://www.msn.com/en-us/news/politics/15m-covid-19-vaccine-doses-wasted-since-march-report/ar-AANZmLK,Politics,The Hill,Unavailable,,25.0,False,False
DOJ issues warning to states ahead of redistricting,https://www.msn.com/en-us/news/politics/doj-issues-warning-to-states-ahead-of-redistricting/ar-AANZvMx,Politics,The Hill,Unavailable,,26.0,False,False
What's behind McCarthy's veiled threat over Jan. 6 committee's request for call logs? (opinion),https://www.msn.com/en-us/news/politics/what-s-behind-mccarthy-s-veiled-threat-over-jan-6-committee-s-request-for-call-logs-opinion/ar-AANXjaZ,Politics,CNN,Unavailable,,27.0,False,False
"3 police officers, 2 paramedics charged in 2019 death of Elijah McClain",https://www.msn.com/en-us/news/crime/3-police-officers-2-paramedics-charged-in-2019-death-of-elijah-mcclain/ar-AANZtwc,Crime,New York Daily News,Unavailable,,28.0,False,False
Colorado police and paramedics face 32-count indictment in death of Elijah McClain,https://www.msn.com/en-us/news/crime/colorado-police-and-paramedics-face-32-count-indictment-in-death-of-elijah-mcclain/ar-AANZm0C,Crime,NBC News,Unavailable,,29.0,False,False
Police investigating high school shooting in North Carolina,https://www.msn.com/en-us/news/crime/police-investigating-high-school-shooting-in-north-carolina/ar-AANZt4F,Crime,New York Daily News,Unavailable,,30.0,False,False
Grand jury indicts police and paramedics in 2019 death of Elijah McClain,https://www.msn.com/en-us/news/crime/grand-jury-indicts-police-and-paramedics-in-2019-death-of-elijah-mcclain/ar-AANZmj5,Crime,The Washington Post,Unavailable,,31.0,False,False
"‘Elijah McClain Is Not Here, and He Should Be’: Cops, Paramedics Charged in 32-Count Indictment",https://www.msn.com/en-us/news/crime/elijah-mcclain-is-not-here-and-he-should-be-cops-paramedics-charged-in-32-count-indictment/ar-AANZo2C,Crime,Law & Crime,Unavailable,,32.0,False,False
