article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
UPDATE 3-U.S. House approves $715 bln infrastructure bill,https://www.msn.com/en-us/news/politics/update-3-us-house-approves-715-bln-infrastructure-bill/ar-AALFcya?ocid=BingNews,Top stories,Reuters,Unavailable,9h,11.0,False,False
"Florida condo collapse: Search resumes after 15-hour halt; standing building likely to be demolished, officials say",https://www.msn.com/en-us/news/us/florida-condo-collapse-search-resumes-after-15-hour-halt-standing-building-likely-to-be-demolished-officials-say/ar-AALEVVL?ocid=BingNews,Top stories,The Washington Post,Unavailable,12h,12.0,False,False
Lions earn special 'Motor City' boost in Madden 22 game,https://www.msn.com/en-us/sports/nfl/lions-earn-special-motor-city-boost-in-madden-22-game/ar-AALFswc?ocid=BingNews,Sports,Lions Wire,Unavailable,41m,1.0,False,False
Stay or go: predicting what Sixers will do with their 6 free agents,https://www.msn.com/en-us/sports/nba/stay-or-go-predicting-what-sixers-will-do-with-their-6-free-agents/ar-AALFPVq?ocid=BingNews,Sports,Sixers Wire,Unavailable,53m,2.0,False,False
Cincinnati Reds notebook: Michael Lorenzen begins rehab assignment; Suárez sits again,https://www.msn.com/en-us/sports/mlb/cincinnati-reds-notebook-michael-lorenzen-begins-rehab-assignment-su%C3%83%C2%A1rez-sits-again/ar-AALFRBB?ocid=BingNews,Sports,Cincinnati Enquirer,Unavailable,2h,3.0,False,False
LSU Gymnast Olivia Dunne Could Become First Million Dollar College Athlete With New NIL,https://www.msn.com/en-us/sports/ncaafb/lsu-gymnast-olivia-dunne-could-become-first-million-dollar-college-athlete-with-new-nil/ar-AALFZT5?ocid=BingNews,Sports,Newsweek,Unavailable,1h,4.0,False,False
Watch: Dolphins' Mike Gesicki spotted on 'TEU' hype video,https://www.msn.com/en-us/sports/nfl/watch-dolphins-mike-gesicki-spotted-on-teu-hype-video/ar-AALFXsF?ocid=BingNews,Sports,Dolphins Wire,Unavailable,1h,5.0,False,False
"Paul Sullivan: The White Sox-Josh Donaldson feud could linger for a while: ‘I don’t like when people fabricate things,’ Liam Hendriks says of Twins slugger",https://www.msn.com/en-us/sports/mlb/paul-sullivan-the-white-sox-josh-donaldson-feud-could-linger-for-a-while-i-don-t-like-when-people-fabricate-things-liam-hendriks-says-of-twins-slugger/ar-AALFS4l?ocid=BingNews,Sports,Chicago Tribune,Unavailable,47m,6.0,False,False
"Phillies-Marlins game postponed due to rain, DH July 16",https://www.msn.com/en-us/sports/mlb/phillies-marlins-game-postponed-due-to-rain-dh-july-16/ar-AALFTS1?ocid=BingNews,Sports,Associated Press,Unavailable,3h,7.0,False,False
Randy Moss names former Titans FB as one of his favorite players ever,https://www.msn.com/en-us/sports/nfl/randy-moss-names-former-titans-fb-as-one-of-his-favorite-players-ever/ar-AALFVyI?ocid=BingNews,Sports,Titans Wire,Unavailable,3h,8.0,False,False
'I'm D'Eriq King for College Hunks Hauling Junk!' It's strange new era in college sports,https://www.msn.com/en-us/sports/wnba/im-deriq-king-for-college-hunks-hauling-junk-its-strange-new-era-in-college-sports/ar-AALFU8m?ocid=BingNews,Sports,Miami Herald,Unavailable,2h,9.0,False,False
Tom Brady's newest endorsement deal is pretty hypocritical,https://www.msn.com/en-us/sports/nfl/tom-bradys-newest-endorsement-deal-is-pretty-hypocritical/ar-AALFQER?ocid=BingNews,Sports,Patriots Wire,Unavailable,3h,10.0,False,False
Andrew Whitworth calls Nick Bosa one of the most powerful young rushers he's faced,https://www.msn.com/en-us/sports/nfl/andrew-whitworth-calls-nick-bosa-one-of-the-most-powerful-young-rushers-hes-faced/ar-AALFrKd?ocid=BingNews,Sports,Rams Wire,Unavailable,3h,11.0,False,False
Trevor Bauer Situation Is Making the Dodgers Look Awful,https://www.msn.com/en-us/tv/news/trevor-bauer-situation-is-making-the-dodgers-look-awful/ar-AALFURR?ocid=BingNews,Sports,The Big Lead,Unavailable,1h,12.0,False,False
California handgun sales hit record high last year,https://www.msn.com/en-us/news/us/california-handgun-sales-hit-record-high-last-year/ar-AALFUq4?ocid=BingNews,U.S.,Mercury News,Unavailable,2h,1.0,False,False
"Highly transmissible delta variant of coronavirus is gaining strength in Iowa, state lab tests suggest",https://www.msn.com/en-us/health/medical/highly-transmissible-delta-variant-of-coronavirus-is-gaining-strength-in-iowa-state-lab-tests-suggest/ar-AALFYSd?ocid=BingNews,U.S.,Des Moines Register,Unavailable,2h,2.0,False,False
"GOP rep warns ‘no operational control’ of border after seeing migrants stream in, board flights",https://www.msn.com/en-us/news/politics/gop-rep-warns-no-operational-control-of-border-after-seeing-migrants-stream-in-board-flights/ar-AALFVkU?ocid=BingNews,U.S.,FOX News,Unavailable,50m,3.0,False,False
Ald. Carrie Austin and chief of staff indicted on bribery charges for allegedly accepting home improvements from developer,https://www.msn.com/en-us/news/crime/ald-carrie-austin-and-chief-of-staff-indicted-on-bribery-charges-for-allegedly-accepting-home-improvements-from-developer/ar-AALFVWt?ocid=BingNews,U.S.,Chicago Tribune,Unavailable,3h,4.0,False,False
SS Cyril & Methodius Seminary in Orchard Lake to close after 137 years,https://www.msn.com/en-us/news/us/ss-cyril-andamp-methodius-seminary-in-orchard-lake-to-close-after-137-years/ar-AALG1Te?ocid=BingNews,U.S.,Detroit Free Press,Unavailable,1h,5.0,False,False
"Conservatives laud SCOTUS' Arizona voting decision, while Schumer laments one of court's 'darkest days'",https://www.msn.com/en-us/news/politics/conservatives-laud-scotus-arizona-voting-decision-while-schumer-laments-one-of-courts-darkest-days/ar-AALFOch?ocid=BingNews,U.S.,FOX News,Unavailable,4h,6.0,False,False
Onondaga Health Department reports six cases of rare disease in CNY spread through ticks,https://www.msn.com/en-us/health/medical/onondaga-health-department-reports-six-cases-of-rare-disease-in-cny-spread-through-ticks/ar-AALFYcL?ocid=BingNews,U.S.,Syracuse.com,Unavailable,3h,7.0,False,False
Sheffield Lake police chief resigns after putting Ku Klux Klan sign on Black officer’s desk,https://www.msn.com/en-us/news/us/sheffield-lake-police-chief-resigns-after-putting-ku-klux-klan-sign-on-black-officer-s-desk/ar-AALFQO7?ocid=BingNews,U.S.,The Plain Dealer Cleveland,Unavailable,3h,8.0,False,False
California Recall Election for Gov. Gavin Newsom Set for September,https://www.msn.com/en-us/news/politics/california-recall-election-for-gov-gavin-newsom-set-for-september/ar-AALG1mB?ocid=BingNews,U.S.,The Wall Street Journal.,Unavailable,1h,9.0,False,False
Supreme Court backs donor privacy for California charities,https://www.msn.com/en-us/news/us/supreme-court-backs-donor-privacy-for-california-charities/ar-AALFA4K?ocid=BingNews,U.S.,The Boston Globe,Unavailable,3h,10.0,False,False
"COVID cases up more than 20% in Bay Area, California since June 15 reopening",https://www.msn.com/en-us/money/realestate/covid-cases-up-more-than-20-in-bay-area-california-since-june-15-reopening/ar-AALFOrB?ocid=BingNews,U.S.,San Francisco Chronicle,Unavailable,4h,11.0,False,False
Attorney General Merrick Garland orders halt to federal executions,https://www.msn.com/en-us/news/us/attorney-general-merrick-garland-orders-halt-to-federal-executions/ar-AALFPVb?ocid=BingNews,U.S.,USA TODAY,Unavailable,52m,12.0,False,False
Town Council mulls spending measures for ARPA money,https://newsadvance.com/community/new_era_progress/news/town-council-mulls-spending-measures-for-arpa-money/article_81db8074-d568-11eb-b3c4-a3be43336d35.html,Local,The News & Advance,Unavailable,1d,1.0,False,False
Council mulls spending measures for ARPA money,https://newsadvance.com/community/new_era_progress/news/council-mulls-spending-measures-for-arpa-money/article_81db8074-d568-11eb-b3c4-a3be43336d35.html,Local,The News & Advance,Unavailable,1d,2.0,False,False
Rockfish Valley Foundation reopens Natural History Center after prolonged closure,https://newsadvance.com/community/nelson_county_times/news/rockfish-valley-foundation-reopens-natural-history-center-after-prolonged-closure/article_702bb2a4-d5ea-11eb-937f-0bc5c9c26a51.html,Local,The News & Advance,Unavailable,1d,3.0,False,False
Appomattox wins Class 2 softball title,https://newsadvance.com/sports/high-school/appomattox-wins-class-2-softball-title/video_fe50284d-cef1-5339-84f1-3b337c40adf4.html,Local,The News & Advance,Unavailable,5d,4.0,False,False
Election integrity watchdog hails landmark SCOTUS decision on AZ elections,https://apnews.com/press-release/pr-newswire/joe-biden-us-supreme-court-elections-b371546fe1f4f42bc2c4b66d59d10a40,Local,Associated Press,Unavailable,4h,5.0,False,False
Watch Now: Egyptian food truck brings new flavor to Appomattox community,https://newsadvance.com/news/local/watch-now-egyptian-food-truck-brings-new-flavor-to-appomattox-community/article_46bd236c-d51d-11eb-8b8f-83d4cd188378.html,Local,The News & Advance,Unavailable,5d,6.0,False,False
Suspect testifies against others in Appomattox County homicide cases,https://www.msn.com/en-us/news/crime/suspect-testifies-against-others-in-appomattox-county-homicide-cases/ar-AALAULR?ocid=BingNews,Local,WDBJ on MSN.com,Unavailable,2d,7.0,False,False
"Dawkins Brings Golf, Ski and Conference Experience to the Position",https://greensboro.com/community/rockingham_now/news/dawkins-brings-golf-ski-and-conference-experience-to-the-position/article_2bb2eb1e-d5f5-11eb-bcf4-03844d21b257.html,Local,News & Record,Unavailable,2d,8.0,False,False
"For Dominion Energy Inc. [D], Analyst sees a rise to $83. What next?",https://dbtnews.com/2021/07/01/for-dominion-energy-inc-d-analyst-sees-a-rise-to-83-what-next/,Local,dbtnews,Unavailable,23h,9.0,False,False
Stunning image shows International Space Station moving across the sun,https://thehill.com/changing-america/resilience/smart-cities/560703-stunning-image-shows-international-space-station,Local,The Hill,Unavailable,2d,10.0,False,False
Spectacular image captures ISS crossing in front of the sun,https://www.msn.com/en-us/news/technology/spectacular-image-captures-iss-crossing-in-front-of-the-sun/ar-AALA01C?ocid=BingNews,Local,CBS News on MSN.com,Unavailable,2d,11.0,False,False
NASA shares a spectacular image of the ISS transiting the sun,https://www.slashgear.com/nasa-shares-a-spectacular-image-of-the-iss-transiting-the-sun-29680371/,Local,SlashGear,Unavailable,2d,12.0,False,False
Israel Again Requiring People to Wear Masks Indoors as COVID Delta Variant Spreads,https://www.msn.com/en-us/news/world/israel-again-requiring-people-to-wear-masks-indoors-as-covid-delta-variant-spreads/ar-AALFfy3?ocid=BingNews,World,Newsweek,Unavailable,9h,1.0,False,False
Women protest in Turkey after government withdraws from treaty combating gender-based violence,https://www.msn.com/en-us/news/world/women-protest-in-turkey-after-government-withdraws-from-treaty-combating-gender-based-violence/ar-AALFRMw?ocid=BingNews,World,The Washington Post,Unavailable,1h,2.0,False,False
France: West will stop Syria aid if no delivery cross-border,https://www.msn.com/en-us/news/world/france-west-will-stop-syria-aid-if-no-delivery-cross-border/ar-AALG3Zn?ocid=BingNews,World,Associated Press,Unavailable,1h,3.0,False,False
"In Florida, Biden woos Trump ally DeSantis in unity pitch",https://www.msn.com/en-us/news/politics/in-florida-biden-woos-trump-ally-desantis-in-unity-pitch/ar-AALFKu8?ocid=BingNews,World,Reuters,Unavailable,4h,4.0,False,False
Europe weighs banning cages for farm animals,https://www.msn.com/en-us/news/world/europe-weighs-banning-cages-for-farm-animals/ar-AALFuZ0?ocid=BingNews,World,The Washington Post,Unavailable,6h,5.0,False,False
It's 2021 and women around the world are still struggling to safely manage their periods,https://www.msn.com/en-us/news/world/it-s-2021-and-women-around-the-world-are-still-struggling-to-safely-manage-their-periods/ar-AALF1W6?ocid=BingNews,World,CNN,Unavailable,10h,6.0,False,False
"As Western forces pack bags in Afghanistan, aid agencies brace for new round of displacement",https://www.msn.com/en-us/news/world/as-western-forces-pack-bags-in-afghanistan-aid-agencies-brace-for-new-round-of-displacement/ar-AALFhGG?ocid=BingNews,World,The Washington Post,Unavailable,8h,7.0,False,False
Brazil's Bolsonaro says he won't hand over presidency if there is vote fraud,https://www.msn.com/en-us/news/world/brazils-bolsonaro-says-he-wont-hand-over-presidency-if-there-is-vote-fraud/ar-AALFsrQ?ocid=BingNews,World,Reuters,Unavailable,51m,8.0,False,False
"FEATURE-'Please show mercy': Evicted by Cambodia, ethnic Vietnamese stuck at watery border",https://www.msn.com/en-us/news/world/feature-please-show-mercy-evicted-by-cambodia-ethnic-vietnamese-stuck-at-watery-border/ar-AALFZxc?ocid=BingNews,World,Reuters,Unavailable,1h,9.0,False,False
"In launching airstrikes in Syria and Iraq, Biden lowers bar for use of military force",https://www.msn.com/en-us/news/world/in-launching-airstrikes-in-syria-and-iraq-biden-lowers-bar-for-use-of-military-force/ar-AALFSVQ?ocid=BingNews,World,The Washington Post,Unavailable,3h,10.0,False,False
Australia national cabinet to meet amid COVID-19 vaccine turmoil,https://www.msn.com/en-us/news/world/australia-national-cabinet-to-meet-amid-covid-19-vaccine-turmoil/ar-AALG5Yx?ocid=BingNews,World,Reuters,Unavailable,47m,11.0,False,False
Africa's top shots: Painted police and unfazed zebra,https://www.msn.com/en-us/news/world/africas-top-shots-painted-police-and-unfazed-zebra/ar-AALFS0u?ocid=BingNews,World,BBC News,Unavailable,1h,12.0,False,False
Astronomers discover record-breaking small white dwarf star,https://www.msn.com/en-us/news/technology/astronomers-discover-record-breaking-small-white-dwarf-star/ar-AALFbLs?ocid=BingNews,Science,CBS News,Unavailable,10h,1.0,False,False
Mysterious 'catastrophe' turned this nursery into a graveyard 500 million years ago,https://www.msn.com/en-us/news/technology/mysterious-catastrophe-turned-this-nursery-into-a-graveyard-500-million-years-ago/ar-AALFmQd?ocid=BingNews,Science,Live Science,Unavailable,11h,2.0,False,False
Newly found mega comet may be the largest seen in recorded history,https://www.msn.com/en-us/news/technology/newly-found-mega-comet-may-be-the-largest-seen-in-recorded-history/ar-AALG8vT?ocid=BingNews,Science,Space,Unavailable,3h,3.0,False,False
Mercury 13 legend Wally Funk will ride with Jeff Bezos to the edge of space,https://www.msn.com/en-us/news/technology/mercury-13-legend-wally-funk-will-ride-with-jeff-bezos-to-the-edge-of-space/ar-AALERqk?ocid=BingNews,Science,The Verge,Unavailable,10h,4.0,False,False
'Last Ice Area' in the Arctic may not survive climate change,https://www.msn.com/en-us/weather/topstories/last-ice-area-in-the-arctic-may-not-survive-climate-change/ar-AALFRvi?ocid=BingNews,Science,Live Science,Unavailable,8h,5.0,False,False
"Richard Branson aims to fly to space before Jeff Bezos, Virgin Galactic confirms",https://www.msn.com/en-us/news/technology/richard-branson-aims-to-fly-to-space-before-jeff-bezos-virgin-galactic-confirms/ar-AALFRPM?ocid=BingNews,Science,The Verge,Unavailable,1h,6.0,False,False
Wildfires and record temperatures in Canada are generating 'fire-breathing' pyrocumulonimbus thunderstorms,https://www.msn.com/en-us/weather/topstories/wildfires-and-record-temperatures-in-canada-are-generating-fire-breathing-pyrocumulonimbus-thunderstorms/ar-AALFR2G?ocid=BingNews,Science,Business Insider,Unavailable,3h,7.0,False,False
The dinosaurs were likely doomed before the asteroid struck,https://www.msn.com/en-us/news/technology/the-dinosaurs-were-likely-doomed-before-the-asteroid-struck/ar-AALFnZd?ocid=BingNews,Science,Live Science,Unavailable,11h,8.0,False,False
Facebook tests prompts that ask users if they're worried a friend is 'becoming an extremist',https://www.msn.com/en-us/news/us/facebook-tests-prompts-that-ask-users-if-theyre-worried-a-friend-is-becoming-an-extremist/ar-AALFN8t?ocid=BingNews,Science,CNN,Unavailable,4h,9.0,False,False
Wally Funk Was Ready to Go to Space Decades Ago,https://www.msn.com/en-us/news/us/guess-who-s-going-to-space-with-jeff-bezos/ar-AALFWBp?ocid=BingNews,Science,The Atlantic,Unavailable,2h,10.0,False,False
Transgender astronomers speak out about outdated name change policies,https://www.msn.com/en-us/news/technology/transgender-astronomers-speak-out-about-outdated-name-change-policies/ar-AALG2Ok?ocid=BingNews,Science,Space,Unavailable,2h,11.0,False,False
California drought is caused in part by lack of snow in Sierra Mountains,https://www.msn.com/en-us/weather/topstories/california-drought-is-caused-in-part-by-lack-of-snow-in-sierra-mountains/ar-AALFHUu?ocid=BingNews,Science,CNN,Unavailable,3h,12.0,False,False
"Tesla Model S Plaid caught fire while driver was at the wheel, says fire chief",https://www.msn.com/en-us/money/companies/tesla-model-s-plaid-caught-fire-while-driver-was-at-the-wheel-says-fire-chief/ar-AALFYqQ?ocid=BingNews,Technology,CNBC,Unavailable,3h,1.0,False,False
The FTC just took a step that could make it easier to go after Amazon,https://www.msn.com/en-us/money/news/the-ftc-just-took-a-step-that-could-make-it-easier-to-go-after-amazon/ar-AALFKpp?ocid=BingNews,Technology,CNN,Unavailable,4h,2.0,False,False
Micron CEO sees semiconductor growth as cars become 'data centers on wheels' and 5G rolls out,https://www.msn.com/en-us/finance/markets/micron-ceo-sees-semiconductor-growth-as-cars-become-data-centers-on-wheels-and-5g-rolls-out/ar-AALFYNp?ocid=BingNews,Technology,CNBC,Unavailable,3h,3.0,False,False
Supreme Court backs donor privacy for California charities,https://www.msn.com/en-us/news/us/supreme-court-backs-donor-privacy-for-california-charities/ar-AALFA4K?ocid=BingNews,Technology,The Boston Globe,Unavailable,3h,4.0,False,False
This Is Not the Samsung Wear OS Watch I Was Expecting,https://www.msn.com/en-us/news/technology/this-is-not-the-samsung-wear-os-watch-i-was-expecting/ar-AALFQkF?ocid=BingNews,Technology,Gizmodo,Unavailable,4h,5.0,False,False
Is Facebook untouchable? It's complicated,https://www.msn.com/en-us/news/politics/is-facebook-untouchable-its-complicated/ar-AALFPkK?ocid=BingNews,Technology,NBC News,Unavailable,6h,6.0,False,False
Best VPN in 2021: The top VPN services reviewed and compared,https://www.msn.com/en-us/money/other/best-vpn-in-2021-the-top-vpn-services-reviewed-and-compared/ar-BB1bdniz?ocid=BingNews,Technology,ZDNet,Unavailable,8h,7.0,False,False
macOS Monterey preview: All about FaceTime and Safari,https://www.msn.com/en-us/money/other/macos-monterey-preview-all-about-facetime-and-safari/ar-AALFGng?ocid=BingNews,Technology,Engadget,Unavailable,6h,8.0,False,False
"Apple's iOS 15 beta is here, but watch out for these bugs",https://www.msn.com/en-us/news/technology/apples-ios-15-beta-is-here-but-watch-out-for-these-bugs/ar-AALFNfd?ocid=BingNews,Technology,CNET,Unavailable,4h,9.0,False,False
4 critical details from Robinhood’s blockbuster IPO filing,https://www.msn.com/en-us/money/companies/4-critical-details-from-robinhood-s-blockbuster-ipo-filing/ar-AALFWQv?ocid=BingNews,Technology,Fortune,Unavailable,2h,10.0,False,False
Microsoft’s Blue Screen of Death is changing to black in Windows 11,https://www.msn.com/en-us/money/other/microsoft-s-blue-screen-of-death-is-changing-to-black-in-windows-11/ar-AALFRCp?ocid=BingNews,Technology,The Verge,Unavailable,2h,11.0,False,False
T-Mobile announces a $200 5G smartphone,https://www.msn.com/en-us/news/technology/t-mobile-announces-a-dollar200-5g-smartphone/ar-AALFAza?ocid=BingNews,Technology,CNET,Unavailable,3h,12.0,False,False
"Watch a cartoon Tig Notaro do stand-up in a trailer for new animated HBO special ""Drawn""",https://www.msn.com/en-us/tv/news/watch-a-cartoon-tig-notaro-do-stand-up-in-a-trailer-for-new-animated-hbo-special-drawn/ar-AALG4lV?ocid=BingNews,Entertainment,Salon,Unavailable,57m,1.0,False,False
"Blumhouse Sues ‘Boss Level’ Producers, Hulu Over Recutting Deal",https://www.msn.com/en-us/movies/news/blumhouse-sues-boss-level-producers-hulu-over-recutting-deal/ar-AALG4gP?ocid=BingNews,Entertainment,The Hollywood Reporter,Unavailable,1h,2.0,False,False
"Oscars: Academy Invites 395 to Become Members, Including Janet Jackson, H.E.R. and Robert Pattinson",https://www.msn.com/en-us/movies/news/oscars-academy-invites-395-to-become-members-including-janet-jackson-her-and-robert-pattinson/ar-AALFHNM?ocid=BingNews,Entertainment,The Hollywood Reporter,Unavailable,6h,3.0,False,False
Bessemer Trust Requests to Resign as Co-Conservator of Britney Spears’ Estate,https://www.msn.com/en-us/music/news/bessemer-trust-requests-to-resign-as-co-conservator-of-britney-spears-estate/ar-AALFVko?ocid=BingNews,Entertainment,Billboard,Unavailable,2h,4.0,False,False
Sleater-Kinney Perform ‘Path of Wellness’ Tracks for NPR’s ‘Tiny Desk’,https://www.msn.com/en-us/music/news/sleater-kinney-perform-path-of-wellness-tracks-for-nprs-tiny-desk/ar-AALFKQQ?ocid=BingNews,Entertainment,Rolling Stone,Unavailable,4h,5.0,False,False
"Movies to watch over July 4th weekend, from 'Forever Purge' to 'The Tomorrow War'",https://www.msn.com/en-us/movies/news/movies-to-watch-over-july-4th-weekend-from-forever-purge-to-the-tomorrow-war/ar-AALFOqE?ocid=BingNews,Entertainment,USA TODAY,Unavailable,5h,6.0,False,False
See photos of new Princess Diana statue at Kensington Palace,https://www.msn.com/en-us/lifestyle/lifestyle-buzz/see-photos-of-the-new-princess-diana-statue-at-kensington-palace/ar-AALFBfR?ocid=BingNews,Entertainment,TODAY,Unavailable,7h,7.0,False,False
'Summer of Soul' and 'The One and Only Dick Gregory' review: Two documentary debuts offer windows into the civil-rights era,https://www.msn.com/en-us/news/politics/summer-of-soul-and-the-one-and-only-dick-gregory-review-two-documentary-debuts-offer-windows-into-the-civil-rights-era/ar-AALF738?ocid=BingNews,Entertainment,CNN,Unavailable,10h,8.0,False,False
"Bill Cosby may be free, but faces civil allegations for sexual battery in Los Angeles",https://www.msn.com/en-us/tv/news/bill-cosby-may-be-free-but-faces-civil-allegations-for-sexual-battery-in-los-angeles/ar-AALFQ9g?ocid=BingNews,Entertainment,USA TODAY,Unavailable,22m,9.0,False,False
‘Seinfeld’ Soundtrack Underscores Comedy Classic’s Funniest Moments,https://www.msn.com/en-us/tv/news/seinfeld-soundtrack-underscores-comedy-classic-s-funniest-moments/ar-AALFPkL?ocid=BingNews,Entertainment,Deadline,Unavailable,2h,10.0,False,False
Phylicia Rashad's support of Bill Cosby highlights division in the Black community,https://www.msn.com/en-us/tv/news/phylicia-rashad-s-support-of-bill-cosby-highlights-division-in-the-black-community/ar-AALFUDo?ocid=BingNews,Entertainment,CNN,Unavailable,1h,11.0,False,False
"Bruce Springsteen, Jennifer Hudson and Paul Simon Announced for Central Park Homecoming Concert",https://www.msn.com/en-us/music/news/bruce-springsteen-jennifer-hudson-and-paul-simon-announced-for-central-park-homecoming-concert/ar-AALFKvD?ocid=BingNews,Entertainment,Billboard,Unavailable,4h,12.0,False,False
"Garland halts federal executions, orders review of protocols",https://www.msn.com/en-us/news/us/garland-halts-federal-executions-orders-review-of-protocols/ar-AALG4kS?ocid=BingNews,Politics,Associated Press,Unavailable,1h,1.0,False,False
California sets date for Newsom recall election,https://www.msn.com/en-us/news/politics/california-sets-date-for-newsom-recall-election/ar-AALG4gX?ocid=BingNews,Politics,CBS News,Unavailable,1h,2.0,False,False
Democrats stop short of agreeing to GOP call for special session on juvenile crime,https://www.msn.com/en-us/news/us/democrats-stop-short-of-agreeing-to-gop-call-for-special-session-on-juvenile-crime/ar-AALFrLA?ocid=BingNews,Politics,Hartford Courant,Unavailable,3h,3.0,False,False
Trump seeks to use indictments as a political rallying cry as he tries to survive latest legal threat,https://www.msn.com/en-us/news/politics/trump-seeks-to-use-indictments-as-a-political-rallying-cry-as-he-tries-to-survive-latest-legal-threat/ar-AALFRJE?ocid=BingNews,Politics,The Washington Post,Unavailable,1h,4.0,False,False
'It's not even happening': Teachers say critical race theory isn't an issue,https://www.msn.com/en-us/news/us/its-not-even-happening-teachers-say-critical-race-theory-isnt-an-issue/ar-AALFWZz?ocid=BingNews,Politics,NBC News,Unavailable,2h,5.0,False,False
"Democrats renew court packing calls, blast the Supreme Court's final two decisions of term",https://www.msn.com/en-us/news/politics/democrats-renew-court-packing-calls-blast-the-supreme-courts-final-two-decisions-of-term/ar-AALFU7q?ocid=BingNews,Politics,FOX News,Unavailable,2h,6.0,False,False
Separating Trump and the Trump Organization Is Impossible. That’s the Way Trump Wants It.,https://www.msn.com/en-us/news/politics/separating-trump-and-the-trump-organization-is-impossible-thats-the-way-trump-wants-it/ar-AALG0X3?ocid=BingNews,Politics,POLITICO,Unavailable,2h,7.0,False,False
"Biden meets with first responders, families impacted in Surfside collapse in Florida",https://www.msn.com/en-us/news/world/biden-meets-with-first-responders-families-impacted-in-surfside-collapse-in-florida/ar-AALEXic?ocid=BingNews,Politics,ABC News,Unavailable,2h,8.0,False,False
Supreme Court backs donor privacy for California charities,https://www.msn.com/en-us/news/us/supreme-court-backs-donor-privacy-for-california-charities/ar-AALFA4K?ocid=BingNews,Politics,The Boston Globe,Unavailable,3h,9.0,False,False
States Are Leading the Way on a Public Health Insurance Option,https://www.msn.com/en-us/news/politics/states-are-leading-the-way-on-a-public-health-insurance-option/ar-AALFTKl?ocid=BingNews,Politics,Time,Unavailable,3h,10.0,False,False
"Conservatives laud SCOTUS' Arizona voting decision, while Schumer laments one of court's 'darkest days'",https://www.msn.com/en-us/news/politics/conservatives-laud-scotus-arizona-voting-decision-while-schumer-laments-one-of-courts-darkest-days/ar-AALFOch?ocid=BingNews,Politics,FOX News,Unavailable,4h,11.0,False,False
"The Trump Organization kept 'internal spreadsheets' documenting its alleged criminal conduct, prosecutors say",https://www.msn.com/en-us/news/politics/the-trump-organization-kept-internal-spreadsheets-documenting-its-alleged-criminal-conduct-prosecutors-say/ar-AALG0MO?ocid=BingNews,Politics,Business Insider,Unavailable,2h,12.0,False,False
